,èäìæ,ízîNêî,ínàÊêlå˚,à‹ìx,åoìx,èZëÓâøäi,ïîâÆêî/êl,êQé∫êî/êl
4682,3.2645,52.0,1186.0,34.08,-118.35,1.75,2.4258010118043845,0.6079258010118044
4683,3.1765,52.0,1135.0,34.08,-118.36,2.25,2.090748898678414,0.5295154185022026
4684,2.9621,52.0,848.0,34.08,-118.36,1.75,2.2429245283018866,0.5754716981132075
4685,3.6111,48.0,434.0,34.07,-118.35,4.5,2.0506912442396312,0.5875576036866359
4686,3.3594,45.0,3359.0,34.07,-118.35,2.875,2.323012801428997,0.6412622804406073
4687,4.0179,46.0,512.0,34.07,-118.35,3.5,3.224609375,0.8007812499999999
4689,2.3375,40.0,777.0,34.07,-118.36,3.552,2.3436293436293436,0.5752895752895753
4690,4.7019,48.0,748.0,34.07,-118.36,4.111,2.3262032085561493,0.48128342245989303
4691,4.3667,50.0,1117.0,34.07,-118.37,4.056,2.2551477170993732,0.4807520143240824
4692,3.4265,52.0,944.0,34.07,-118.36,4.569,2.167372881355932,0.47775423728813554
4693,4.25,52.0,899.0,34.07,-118.37,4.869,2.4505005561735262,0.4860956618464961
4694,5.24,52.0,884.0,34.07,-118.37,4.864,2.483031674208145,0.4920814479638009
4695,3.201,44.0,1045.0,34.07,-118.37,2.875,2.586602870813397,0.6344497607655503
4696,3.1677,39.0,870.0,34.07,-118.37,4.534,2.654022988505747,0.6045977011494252
4697,3.4286,52.0,468.0,34.07,-118.37,4.743,2.3162393162393164,0.5277777777777778
4698,3.3989,25.0,1739.0,34.08,-118.38,4.85,2.6595744680851063,0.7515813686026452
4699,3.3725,16.0,1897.0,34.07,-118.38,3.75,2.5376910911966264,0.727991565629942
4701,3.1766,52.0,1594.0,34.07,-118.34,2.25,1.9918444165621079,0.6631116687578419
4704,3.9167,52.0,1122.0,34.05,-118.34,3.216,2.2549019607843137,0.4081996434937612
4705,3.5481,52.0,826.0,34.06,-118.34,3.96,2.5048426150121066,0.5048426150121065
4706,3.7167,52.0,768.0,34.06,-118.34,3.273,1.9296875000000002,0.43750000000000006
4707,3.2411,52.0,1164.0,34.06,-118.35,2.5,2.4372852233676974,0.5171821305841925
4708,3.7167,48.0,716.0,34.06,-118.35,3.85,1.8910614525139664,0.38966480446927376
4709,5.3819,52.0,617.0,34.06,-118.35,4.409,2.217179902755267,0.5218800648298217
4710,2.6781,33.0,1416.0,34.05,-118.35,3.288,2.0338983050847457,0.5903954802259888
4711,3.2279,48.0,1601.0,34.06,-118.35,4.0,2.2179887570268577,0.5159275452841974
4712,3.25,39.0,1109.0,34.06,-118.36,3.55,2.5338142470694325,0.6041478809738503
4714,4.5192,52.0,333.0,34.06,-118.37,4.46,2.5315315315315314,0.4804804804804805
4716,3.1475,28.0,991.0,34.06,-118.38,3.625,2.544904137235116,0.6215943491422805
4717,2.7824,29.0,1676.0,34.06,-118.38,4.5,2.3544152744630074,0.6014319809069213
4718,2.8233,31.0,1987.0,34.06,-118.38,3.1,2.186713638651233,0.5827881227981883
4719,3.5556,25.0,1183.0,34.06,-118.38,5.0,2.162299239222316,0.558748943364328
4720,3.0862,35.0,1159.0,34.05,-118.37,3.453,2.1199309749784296,0.47627264883520276
4721,3.825,52.0,671.0,34.04,-118.37,2.785,1.7839046199701938,0.3442622950819672
4722,4.005,48.0,539.0,34.05,-118.37,2.75,2.3487940630797772,0.4341372912801484
4723,2.9883,41.0,1252.0,34.05,-118.37,2.961,1.8921725239616614,0.43450479233226835
4724,5.0858,52.0,832.0,34.06,-118.37,4.7,2.691105769230769,0.5084134615384615
4725,4.0583,52.0,1121.0,34.05,-118.37,4.443,2.092774308652988,0.38983050847457623
4726,3.625,52.0,776.0,34.05,-118.37,4.409,2.0141752577319587,0.3943298969072165
4728,3.3824,48.0,728.0,34.05,-118.36,3.226,2.5068681318681323,0.554945054945055
4729,4.0625,47.0,632.0,34.05,-118.36,2.952,2.2531645569620253,0.47468354430379744
4730,3.2813,48.0,956.0,34.05,-118.36,2.436,1.9194560669456067,0.39748953974895396
4731,2.7917,49.0,462.0,34.04,-118.36,2.42,2.153679653679654,0.39826839826839827
4732,3.3333,45.0,946.0,34.05,-118.36,2.547,1.9862579281183932,0.4175475687103594
4733,3.0833,50.0,1724.0,34.05,-118.36,3.381,2.0406032482598606,0.4709976798143852
4734,3.0707,52.0,900.0,34.05,-118.38,4.179,2.281111111111111,0.5333333333333333
4735,5.7509,47.0,724.0,34.05,-118.39,4.741,2.2389502762430937,0.4337016574585635
4736,4.2404,52.0,590.0,34.05,-118.38,3.51,1.7016949152542373,0.3915254237288135
4737,4.4191,52.0,526.0,34.05,-118.38,3.341,2.359315589353612,0.39923954372623577
4738,4.8958,49.0,458.0,34.05,-118.38,3.336,1.5327510917030567,0.31222707423580787
4739,3.238,40.0,1133.0,34.05,-118.38,2.875,2.0759046778464256,0.527802294792586
4741,2.5806,47.0,1533.0,34.05,-118.35,2.341,1.8362687540769733,0.4429223744292237
4742,2.0984,44.0,1374.0,34.05,-118.35,1.58,1.3508005822416302,0.35880640465793306
4743,2.8793,42.0,674.0,34.05,-118.36,2.021,2.035608308605341,0.40801186943620177
4744,2.5658,45.0,1093.0,34.05,-118.36,2.52,2.088746569075938,0.46569075937785903
4745,2.8841,46.0,905.0,34.05,-118.35,2.908,2.374585635359116,0.4983425414364641
4746,3.1944,50.0,1130.0,34.05,-118.34,2.135,1.7778761061946902,0.3707964601769912
4747,2.2725,39.0,723.0,34.05,-118.34,1.406,1.3485477178423237,0.40387275242047027
4748,3.6435,52.0,1065.0,34.05,-118.35,1.958,1.8507042253521127,0.3887323943661971
4749,2.6654,52.0,997.0,34.05,-118.34,2.594,2.200601805416249,0.5055165496489469
4750,2.532,39.0,2638.0,34.04,-118.32,1.727,1.1239575435936315,0.3078089461713419
4751,2.2554,39.0,1140.0,34.04,-118.32,1.65,1.1350877192982456,0.2894736842105263
4752,2.3526,48.0,953.0,34.04,-118.32,1.563,1.242392444910808,0.34417628541448053
4753,2.913,31.0,955.0,34.04,-118.33,1.925,1.1413612565445026,0.26282722513089
4754,2.0706,46.0,2300.0,34.05,-118.33,2.685,1.3108695652173912,0.3456521739130435
4755,3.6373,52.0,1004.0,34.04,-118.33,4.2,2.5348605577689245,0.399402390438247
4756,2.7409,41.0,1369.0,34.05,-118.34,1.671,1.533235938641344,0.3447772096420746
4757,2.5955,35.0,2042.0,34.04,-118.34,1.397,1.1483839373163562,0.2972575905974535
4758,2.2254,40.0,2140.0,34.04,-118.34,1.271,0.9644859813084112,0.30934579439252335
4759,1.7014,37.0,1835.0,34.04,-118.34,1.232,0.7989100817438692,0.288283378746594
4760,1.8685,36.0,1672.0,34.04,-118.35,1.507,1.1698564593301435,0.35944976076555024
4761,3.0856,49.0,668.0,34.04,-118.35,1.516,1.652694610778443,0.39820359281437123
4762,2.1711,45.0,713.0,34.04,-118.35,1.792,2.214586255259467,0.5007012622720898
4763,2.3214,48.0,993.0,34.04,-118.36,1.394,1.78147029204431,0.4320241691842901
4764,3.5161,45.0,1052.0,34.04,-118.36,1.57,1.6796577946768059,0.3963878326996198
4765,2.3687,38.0,1019.0,34.04,-118.35,1.468,1.5956820412168793,0.3680078508341511
4766,2.1078,43.0,1017.0,34.03,-118.36,1.335,1.6617502458210422,0.3726647000983284
4767,3.0694,37.0,966.0,34.03,-118.37,1.222,1.2795031055900619,0.31987577639751547
4768,2.0538,34.0,2331.0,34.04,-118.36,1.258,1.3895323895323894,0.3457743457743458
4769,2.4635,41.0,1110.0,34.04,-118.35,1.694,1.4567567567567568,0.381081081081081
4770,1.9,44.0,537.0,34.03,-118.35,1.109,1.6108007448789572,0.38733705772811916
4771,2.5625,45.0,1312.0,34.04,-118.35,1.38,1.4016768292682926,0.34984756097560976
4772,2.6,42.0,987.0,34.04,-118.34,1.714,1.7031408308004052,0.364741641337386
4773,1.6581,48.0,784.0,34.03,-118.34,1.188,1.8188775510204083,0.4221938775510204
4774,1.9408,42.0,1203.0,34.04,-118.34,1.346,1.6708229426433918,0.4106400665004157
4775,1.975,35.0,794.0,34.03,-118.35,1.381,1.8110831234256928,0.4193954659949622
4776,2.5927,33.0,1161.0,34.04,-118.33,1.615,1.5555555555555558,0.3824289405684755
4777,1.7377,33.0,1714.0,34.03,-118.33,1.839,1.3500583430571762,0.36406067677946324
4778,2.628,48.0,1400.0,34.04,-118.33,2.511,1.7407142857142857,0.31642857142857145
4779,1.8333,47.0,1430.0,34.04,-118.32,1.511,1.3909090909090909,0.37202797202797205
4780,2.0259,42.0,1117.0,34.04,-118.32,1.688,1.5810205908683974,0.36168307967770813
4781,2.8654,44.0,544.0,34.04,-118.32,1.768,1.852941176470588,0.4099264705882353
4782,2.1046,35.0,2221.0,34.03,-118.32,1.14,1.435839711841513,0.42098153984691583
4783,1.9018,39.0,1911.0,34.03,-118.33,1.375,1.4861329147043432,0.4322344322344322
4784,3.0132,47.0,455.0,34.03,-118.32,2.232,2.378021978021978,0.43516483516483523
4785,2.8971,50.0,1109.0,34.03,-118.32,1.278,1.6636609558160504,0.3146979260595131
4786,3.1731,47.0,1272.0,34.03,-118.32,1.215,1.3632075471698113,0.35613207547169806
4787,2.6098,52.0,1660.0,34.02,-118.32,1.271,1.5126506024096384,0.3536144578313253
4788,2.0304,51.0,1355.0,34.02,-118.32,1.334,1.4833948339483394,0.3394833948339483
4789,2.0042,47.0,1120.0,34.02,-118.32,1.142,1.4714285714285715,0.3089285714285714
4790,1.8783,45.0,928.0,34.02,-118.33,1.182,1.7963362068965518,0.42995689655172414
4791,2.1979,46.0,933.0,34.02,-118.33,1.257,1.637727759914255,0.4190782422293676
4792,1.6429,46.0,1552.0,34.03,-118.33,1.25,1.4896907216494846,0.4027061855670103
4793,4.2218,48.0,684.0,34.02,-118.34,1.81,2.3596491228070176,0.4678362573099415
4794,3.5357,44.0,1046.0,34.02,-118.34,1.569,1.9760994263862337,0.3680688336520077
4795,1.89,49.0,1334.0,34.03,-118.35,1.24,1.7496251874062965,0.3973013493253372
4796,2.2273,43.0,1510.0,34.03,-118.35,1.233,1.405298013245033,0.34701986754966885
4797,3.25,52.0,233.0,34.02,-118.35,1.347,1.8326180257510727,0.39484978540772525
4798,1.9928,42.0,1634.0,34.03,-118.35,1.254,1.2503059975520197,0.31334149326805383
4799,2.1324,36.0,1023.0,34.03,-118.36,1.438,1.0586510263929618,0.3343108504398827
4800,1.8316,40.0,1847.0,34.03,-118.36,1.135,1.257715213860314,0.357877639415268
4801,2.2368,38.0,1139.0,34.03,-118.36,1.2,1.2291483757682178,0.3301141352063213
4802,1.6452,35.0,1666.0,34.03,-118.36,1.259,1.0918367346938775,0.2995198079231693
4803,2.0879,38.0,2259.0,34.03,-118.36,1.207,1.0469234174413458,0.2824258521469677
4804,3.3636,43.0,811.0,34.03,-118.37,1.409,1.6646115906288532,0.35388409371146734
4805,2.4444,46.0,1151.0,34.03,-118.34,1.341,2.117289313640313,0.4361424847958297
4806,2.5156,49.0,896.0,34.02,-118.34,1.366,1.7957589285714288,0.4140625
4807,3.1442,50.0,685.0,34.02,-118.34,1.303,1.710948905109489,0.381021897810219
4808,3.4306,49.0,765.0,34.03,-118.34,1.302,1.6928104575163399,0.3607843137254902
4809,1.3444,47.0,1349.0,34.03,-118.34,1.25,1.4284655300222384,0.4158636026686434
4810,1.7159,43.0,796.0,34.02,-118.36,1.897,1.7035175879396984,0.4183417085427135
4811,3.9732,41.0,838.0,34.03,-118.37,1.884,1.7004773269689737,0.34009546539379476
4812,2.6154,44.0,981.0,34.02,-118.37,1.932,1.981651376146789,0.46687054026503566
4813,1.5565,35.0,3013.0,34.05,-118.28,1.525,0.5399933620975772,0.2781281115167607
4814,2.1696,39.0,1857.0,34.04,-118.28,1.534,0.6219709208400647,0.2331717824448034
4815,2.0817,41.0,1224.0,34.04,-118.29,1.325,0.5383986928104574,0.2377450980392156
4816,1.8571,40.0,1426.0,34.05,-118.29,1.438,0.6360448807854138,0.2447405329593268
4817,2.4359,48.0,1945.0,34.04,-118.29,1.237,0.6956298200514138,0.25089974293059125
4818,1.7225,50.0,2080.0,34.04,-118.3,1.8,0.8447115384615383,0.25096153846153846
4819,2.4297,51.0,1227.0,34.05,-118.3,1.625,0.8190709046454768,0.25590872045639773
4820,1.2786,39.0,1765.0,34.05,-118.3,1.219,0.5626062322946176,0.286685552407932
4821,1.9336,38.0,1768.0,34.05,-118.31,1.906,1.0542986425339365,0.291289592760181
4822,2.1162,35.0,1513.0,34.05,-118.31,2.292,1.32650363516193,0.37739590218109714
4823,2.3536,26.0,2543.0,34.05,-118.31,5.0,0.7113645300825796,0.25167125442390875
4824,2.4048,33.0,2390.0,34.04,-118.31,2.083,1.1259414225941422,0.30376569037656903
4825,2.0658,29.0,2070.0,34.04,-118.31,2.146,0.9845410628019323,0.2792270531400966
4826,0.8351,29.0,2114.0,34.03,-118.31,1.5,1.153263954588458,0.4101229895931883
4827,1.9531,31.0,1194.0,34.03,-118.32,2.278,1.847571189279732,0.4195979899497488
4828,2.5833,52.0,954.0,34.04,-118.31,2.346,1.3385744234800838,0.29874213836477986
4829,1.7109,24.0,1757.0,34.04,-118.3,1.75,1.1906659077973818,0.33295389869095043
4830,2.006,37.0,1579.0,34.04,-118.3,1.5,0.9309689677010766,0.25269157694743505
4831,1.767,37.0,2376.0,34.04,-118.31,1.703,0.984006734006734,0.28872053872053866
4832,2.0405,44.0,2049.0,34.04,-118.29,1.43,0.9472913616398243,0.28257686676427524
4833,1.78,41.0,1868.0,34.03,-118.3,1.625,0.8849036402569592,0.22805139186295503
4834,2.1518,35.0,1605.0,34.04,-118.3,1.528,0.6791277258566978,0.21495327102803738
4835,2.1542,31.0,1272.0,34.04,-118.29,1.281,0.550314465408805,0.235062893081761
4836,2.1471,32.0,702.0,34.04,-118.29,1.25,0.6153846153846154,0.25925925925925924
4837,1.9167,42.0,2099.0,34.03,-118.29,1.364,0.800381133873273,0.2653644592663173
4838,2.0673,45.0,953.0,34.03,-118.28,1.516,0.9895068205666316,0.30325288562434416
4839,1.2875,42.0,822.0,34.03,-118.29,1.792,1.1034063260340632,0.45985401459854014
4840,1.0219,29.0,3323.0,34.03,-118.29,2.583,1.0665061691242852,0.416491122479687
4841,2.0848,38.0,1777.0,34.03,-118.29,1.352,0.8446820483961732,0.2459200900393922
4842,0.7473,22.0,2381.0,34.03,-118.29,1.688,1.391432171356573,0.5186896262074758
4843,2.135,27.0,1085.0,34.03,-118.29,1.196,0.9990783410138249,0.2645161290322581
4844,2.025,46.0,1343.0,34.03,-118.31,1.355,1.618019359642591,0.37974683544303794
4845,2.8295,52.0,1233.0,34.03,-118.31,1.322,1.5425790754257906,0.3292781832927818
4846,2.45,52.0,814.0,34.02,-118.31,1.114,1.441031941031941,0.3488943488943489
4847,1.4712,44.0,931.0,34.02,-118.31,1.058,1.670247046186896,0.34801288936627284
4848,2.4519,45.0,822.0,34.02,-118.31,0.981,1.7311435523114356,0.3381995133819951
4849,1.2434,52.0,1186.0,34.02,-118.31,0.984,1.54468802698145,0.3718381112984823
4850,2.1571,47.0,1775.0,34.03,-118.3,1.479,1.2625352112676056,0.3149295774647887
4851,2.7125,40.0,1138.0,34.03,-118.3,1.5,1.4894551845342707,0.3286467486818981
4852,1.23,47.0,785.0,34.03,-118.31,1.384,1.67515923566879,0.3146496815286625
4853,1.8564,37.0,2586.0,34.03,-118.3,1.875,1.0754060324825987,0.2962103634957463
4854,2.1173,34.0,1479.0,34.03,-118.31,1.566,1.3799864773495605,0.3495605138607167
4855,1.3187,23.0,1333.0,34.02,-118.31,1.271,1.2775693923480869,0.2978244561140285
4856,2.2981,46.0,1409.0,34.02,-118.31,1.121,1.4024130589070263,0.33286018452803406
4857,1.85,49.0,1522.0,34.02,-118.3,1.168,1.392904073587385,0.3173455978975033
4858,2.087,21.0,1526.0,34.02,-118.29,1.413,1.0753604193971167,0.32175622542595017
4859,1.631,34.0,2474.0,34.02,-118.3,1.375,1.2869846402586904,0.3120452708164915
4860,1.5781,31.0,1522.0,34.02,-118.3,1.193,1.2700394218134032,0.31406044678055195
4862,1.7546,50.0,948.0,34.03,-118.27,1.75,0.4166666666666667,0.24472573839662448
4863,1.7115,51.0,1560.0,34.03,-118.27,1.25,0.8205128205128205,0.2705128205128205
4864,1.6089,19.0,890.0,34.04,-118.28,1.625,0.5168539325842696,0.27078651685393257
4865,1.2969,24.0,1932.0,34.04,-118.28,1.602,0.6640786749482401,0.28209109730848864
4866,1.4167,25.0,2390.0,34.04,-118.28,2.0,0.6619246861924686,0.3263598326359832
4867,2.1806,20.0,1880.0,34.04,-118.28,1.8,0.6345744680851064,0.24148936170212765
4868,1.6037,44.0,1754.0,34.05,-118.28,2.75,0.725769669327252,0.2702394526795895
4869,1.8539,41.0,3121.0,34.03,-118.28,1.475,0.6193527715475808,0.2534444088433194
4870,1.7976,40.0,2195.0,34.03,-118.28,1.646,0.9649202733485194,0.3626423690205011
4871,2.2232,48.0,1772.0,34.04,-118.28,1.625,0.858352144469526,0.2895033860045147
4872,1.875,39.0,3050.0,34.02,-118.27,1.273,0.6570491803278689,0.20754098360655737
4873,1.9375,52.0,470.0,34.02,-118.28,0.388,0.597872340425532,0.21914893617021278
4874,0.9234,40.0,662.0,34.02,-118.27,1.875,0.8474320241691843,0.42900302114803623
4875,0.844,26.0,2821.0,34.03,-118.28,3.5,0.7468982630272953,0.28677773839064163
4876,1.2989,25.0,1193.0,34.03,-118.28,2.25,1.1793797150041911,0.46102263202011734
4877,2.1944,50.0,356.0,34.02,-118.25,1.583,0.5056179775280899,0.25
4878,1.8333,52.0,137.0,34.03,-118.24,3.125,1.0364963503649636,0.34306569343065696
4879,1.2096,49.0,287.0,34.03,-118.26,1.0,1.0418118466898956,0.313588850174216
4880,2.1905,52.0,1655.0,34.03,-118.25,1.24,0.7697885196374622,0.2525679758308157
4881,1.6302,32.0,1698.0,34.02,-118.25,1.307,0.809776207302709,0.26383981154299174
4882,1.5652,38.0,1308.0,34.02,-118.26,1.231,0.7492354740061162,0.21788990825688073
4883,2.131,38.0,1786.0,34.02,-118.26,1.365,0.6108622620380739,0.19540873460246358
4884,1.8382,40.0,1499.0,34.02,-118.26,1.264,0.8398932621747832,0.2414943295530354
4885,2.1667,37.0,2173.0,34.02,-118.26,1.177,0.713759779107225,0.23055683387022552
4886,1.3134,48.0,1859.0,34.02,-118.26,0.962,0.7880580957504034,0.23668639053254442
4887,2.0703,46.0,1607.0,34.02,-118.26,1.148,0.777224642190417,0.22215308027380212
4888,1.5603,41.0,1428.0,34.02,-118.26,1.096,0.5938375350140056,0.2261904761904762
4889,2.2356,39.0,1046.0,34.02,-118.26,1.195,0.6673040152963671,0.22179732313575526
4890,1.913,35.0,2239.0,34.02,-118.25,1.143,0.6109870477891916,0.21706118803037067
4891,2.1957,33.0,2564.0,34.02,-118.25,1.008,0.6536661466458659,0.2047581903276131
4892,1.2396,28.0,596.0,34.01,-118.25,0.903,0.8070469798657718,0.22818791946308725
4893,2.3304,32.0,1792.0,34.02,-118.25,1.199,0.7315848214285714,0.22879464285714282
4894,1.8485,48.0,571.0,34.02,-118.24,0.906,0.9492119089316988,0.2626970227670753
4895,2.375,48.0,485.0,34.01,-118.24,1.075,0.8164948453608247,0.20412371134020618
4896,1.8929,43.0,2098.0,34.01,-118.24,0.992,0.6939942802669209,0.21163012392755004
4897,2.1466,31.0,1952.0,34.01,-118.25,1.008,0.6664959016393441,0.20645491803278682
4898,1.7813,30.0,376.0,34.01,-118.24,1.275,1.077127659574468,0.22872340425531915
4899,1.0898,45.0,1030.0,34.01,-118.25,0.934,0.7592233009708738,0.2621359223300971
4900,1.2857,36.0,1034.0,34.01,-118.25,0.993,0.8500967117988394,0.253384912959381
4901,1.3287,43.0,1412.0,34.01,-118.25,1.072,1.0120396600566572,0.273371104815864
4902,1.7425,43.0,1980.0,34.01,-118.25,1.005,0.7954545454545453,0.2398989898989899
4903,1.4464,30.0,1280.0,34.01,-118.25,1.102,0.7515625,0.22734375
4904,1.4653,38.0,749.0,34.01,-118.26,1.188,0.9305740987983978,0.27770360480640854
4905,1.5089,47.0,1628.0,34.01,-118.26,1.158,0.7794840294840295,0.1984029484029484
4906,1.9074,37.0,2824.0,34.01,-118.26,0.996,0.8679178470254958,0.23654390934844194
4907,1.4524,42.0,1167.0,34.01,-118.27,1.268,0.8483290488431876,0.24764353041988005
4908,2.1776,46.0,1010.0,34.01,-118.26,1.183,0.8702970297029703,0.25049504950495044
4909,2.319,21.0,1505.0,34.02,-118.27,0.972,0.8730897009966777,0.2491694352159468
4910,1.8652,35.0,1784.0,34.01,-118.27,1.161,0.6687219730941704,0.19899103139013452
4911,1.2206,35.0,2106.0,34.01,-118.27,1.292,0.7939221272554606,0.26400759734093066
4912,1.4327,47.0,881.0,34.01,-118.27,1.141,1.0454029511918277,0.2996594778660613
4913,2.0817,43.0,1745.0,34.01,-118.27,1.133,0.7077363896848139,0.2206303724928367
4914,2.148,46.0,1707.0,34.0,-118.27,1.038,1.024018746338606,0.2507322788517868
4915,1.7052,48.0,1834.0,34.0,-118.27,1.074,1.0190839694656488,0.2513631406761177
4916,1.75,47.0,888.0,34.0,-118.27,0.958,0.8783783783783784,0.2668918918918919
4917,1.8641,43.0,2624.0,34.01,-118.26,1.082,0.8304115853658537,0.25990853658536583
4918,1.6221,41.0,1776.0,34.0,-118.26,1.042,0.9757882882882883,0.27702702702702703
4919,1.7237,36.0,1112.0,34.0,-118.25,1.058,0.9289568345323741,0.24010791366906475
4920,1.6382,36.0,1267.0,34.0,-118.25,1.05,0.9281767955801105,0.24388318863456981
4921,1.5781,32.0,1292.0,34.0,-118.25,1.029,0.9427244582043344,0.2647058823529412
4922,1.303,41.0,1721.0,34.0,-118.25,0.904,1.0273097036606624,0.2760023242300988
4923,1.4792,34.0,2194.0,34.0,-118.25,0.958,0.8682771194165907,0.2515952597994531
4924,1.2056,23.0,716.0,34.0,-118.24,0.875,0.8212290502793295,0.21927374301675973
4925,0.9463,43.0,788.0,34.0,-118.24,0.95,1.0951776649746192,0.2614213197969543
4926,2.2813,29.0,1696.0,34.0,-118.25,1.013,0.8366745283018868,0.21403301886792453
4927,1.7132,38.0,1714.0,34.0,-118.24,1.082,1.000583430571762,0.24154025670945162
4928,1.875,44.0,504.0,33.99,-118.24,0.986,0.8888888888888888,0.23015873015873015
4929,1.6731,41.0,1803.0,33.99,-118.24,0.882,0.7903494176372712,0.20632279534109818
4930,1.5556,42.0,2496.0,33.99,-118.25,0.985,0.9058493589743589,0.2299679487179487
4931,2.1793,39.0,1362.0,33.99,-118.25,1.079,0.9353891336270193,0.23421439060205584
4932,0.8941,27.0,1457.0,34.0,-118.26,0.919,1.1056966369251888,0.3287577213452299
4933,1.9208,37.0,2484.0,34.0,-118.26,1.034,1.0527375201288245,0.2805958132045089
4934,1.852,40.0,2311.0,34.0,-118.27,1.015,0.9082648204240589,0.2591951536131545
4935,1.3403,43.0,1213.0,34.0,-118.27,1.108,1.350370981038747,0.3577906018136851
4936,1.8917,43.0,1276.0,34.0,-118.27,1.069,0.9858934169278997,0.29858934169278994
4937,1.8242,47.0,1916.0,33.99,-118.26,0.95,0.9733820459290187,0.2426931106471816
4938,1.6901,36.0,1807.0,33.99,-118.26,1.035,1.115661317100166,0.2794687327061428
4939,1.9531,30.0,529.0,33.99,-118.27,1.0,0.9527410207939508,0.2646502835538752
4940,1.4886,35.0,1153.0,33.99,-118.27,1.0,0.808326105810928,0.25498699045967044
4941,1.8086,38.0,1783.0,33.99,-118.27,0.971,0.7891194615816041,0.250701065619742
4942,1.8824,46.0,621.0,34.01,-118.28,1.625,0.7101449275362319,0.2689210950080515
4943,2.1382,46.0,1510.0,34.02,-118.28,1.563,0.7271523178807947,0.2821192052980132
4944,1.1667,40.0,799.0,34.01,-118.29,1.438,1.1076345431789738,0.3904881101376721
4945,1.9152,48.0,3298.0,34.01,-118.3,1.223,1.2786537295330502,0.3320194057004245
4946,1.2446,27.0,1768.0,34.02,-118.3,1.038,1.23868778280543,0.35407239819004527
4947,1.1563,26.0,2044.0,34.02,-118.29,1.188,0.9789628180039139,0.2847358121330724
4948,1.6699,42.0,2327.0,34.02,-118.3,1.08,1.025354533734422,0.2879243661366566
4949,1.7961,35.0,818.0,34.01,-118.3,1.117,1.402200488997555,0.3545232273838631
4950,1.7386,50.0,912.0,34.01,-118.31,1.094,1.6041666666666667,0.3881578947368421
4951,1.6667,41.0,727.0,34.02,-118.31,1.169,1.43878954607978,0.297111416781293
4952,1.6955,43.0,1568.0,34.02,-118.31,1.152,1.438137755102041,0.3399234693877551
4953,2.0417,39.0,1246.0,34.01,-118.31,1.171,1.6637239165329052,0.45425361155698235
4954,1.6851,46.0,1227.0,34.02,-118.31,1.088,1.8068459657701712,0.39853300733496333
4955,2.5263,48.0,1357.0,34.01,-118.31,1.21,1.8747236551215918,0.3920412675018423
4956,1.8214,52.0,1417.0,34.01,-118.31,1.232,1.7974594213126323,0.3352152434721242
4957,3.0759,52.0,1303.0,34.01,-118.31,1.237,1.3760552570990023,0.2686108979278588
4958,2.3942,42.0,511.0,34.01,-118.29,1.232,1.5929549902152642,0.436399217221135
4959,1.6505,50.0,2247.0,34.01,-118.29,1.25,0.9959946595460614,0.29951045838896306
4960,1.6875,52.0,1206.0,34.0,-118.3,1.16,1.445273631840796,0.3490878938640133
4961,2.5885,52.0,1271.0,34.01,-118.3,1.362,1.5011801730920533,0.33674272226593227
4962,2.0625,52.0,1154.0,34.01,-118.3,1.344,1.2512998266897748,0.2972270363951473
4963,1.7143,34.0,2450.0,34.01,-118.28,1.32,0.9408163265306122,0.3163265306122449
4964,2.3403,46.0,1992.0,34.0,-118.28,1.141,0.8283132530120482,0.232429718875502
4965,1.4639,6.0,1509.0,34.0,-118.29,1.125,0.9854208084824387,0.3101391650099404
4966,1.6036,39.0,1010.0,34.01,-118.29,1.375,0.7435643564356436,0.20495049504950494
4967,1.0539,30.0,1730.0,34.01,-118.29,1.425,0.8005780346820809,0.2994219653179191
4968,1.8656,50.0,3080.0,34.01,-118.28,1.229,0.8444805194805195,0.2577922077922078
4969,1.2065,43.0,880.0,34.0,-118.28,1.036,0.8102272727272727,0.2784090909090909
4970,1.2175,52.0,1118.0,34.01,-118.28,1.313,0.7110912343470484,0.2754919499105546
4971,2.3309,48.0,775.0,34.01,-118.28,1.266,0.6232258064516129,0.24516129032258063
4972,2.125,38.0,3612.0,34.0,-118.28,1.188,0.9233111849390919,0.25498338870431897
4973,2.0938,42.0,1295.0,34.0,-118.28,1.192,1.1845559845559848,0.322007722007722
4974,1.2778,42.0,890.0,34.0,-118.28,1.125,0.9606741573033708,0.31910112359550563
4975,1.432,44.0,2182.0,34.0,-118.28,1.24,1.2080659945004584,0.33226397800183316
4976,2.1607,48.0,1353.0,34.0,-118.28,0.961,1.1189948263118994,0.2779009608277901
4977,2.1354,44.0,1165.0,34.0,-118.29,1.058,1.5047210300429184,0.3321888412017167
4978,1.2347,41.0,1731.0,34.0,-118.29,1.117,1.0439052570768341,0.2848064702484113
4979,2.7727,52.0,898.0,34.0,-118.29,1.286,1.4688195991091315,0.3285077951002227
4980,1.1806,40.0,859.0,34.0,-118.3,1.346,1.3166472642607683,0.32712456344586727
4981,1.5179,52.0,1080.0,34.0,-118.3,1.161,1.314814814814815,0.3287037037037038
4982,2.0809,52.0,1558.0,34.0,-118.29,1.096,1.6553273427471116,0.3170731707317073
4983,2.0958,52.0,982.0,34.0,-118.3,1.164,1.7169042769857434,0.38391038696537677
4984,3.05,52.0,853.0,34.0,-118.3,1.116,1.5193434935521688,0.28839390386869873
4985,1.6892,52.0,939.0,34.0,-118.31,1.291,1.6421725239616614,0.329073482428115
